"법령명","법령ID","MST","법종구분","소관부처","조","항","조문제목","내용","조문시행일","시행일","조회일","출처표기","원문URL"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제77조","제2항","용도지역의 건폐율","② 제36조제2항에 따라 세분된 용도지역에서의 건폐율에 관한 기준은 제1항 각 호의 범위에서 대통령령으로 따로 정한다.","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제77조제2항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제77조","제3항","용도지역의 건폐율","③ 다음 각 호의 어느 하나에 해당하는 지역에서의 건폐율에 관한 기준은 제1항과 제2항에도 불구하고 80퍼센트 이하의 범위에서 대통령령으로 정하는 기준에 따라 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 조례로 따로 정한다. <개정 2011.4.14, 2011.8.4, 2015.8.11, 2017.4.18> 1. 제37조제1항제6호에 따른 취락지구 2. 제37조제1항제7호에 따른 개발진흥지구(도시지역 외의 지역 또는 대통령령으로 정하는 용도지역만 해당한다) 3. 제40조에 따른 수산자원보호구역 4. 「자연공원법」에 따른 자연공원 5. 「산업입지 및 개발에 관한 법률」 제2조제8호라목에 따른 농공단지 6. 공업지역에 있는 「산업입지 및 개발에 관한 법률」 제2조제8호가목부터 다목까지의 규정에 따른 국가산업단지, 일반산업단지 및 도시첨단산업단지와 같은 조 제12호에 따른 준산업단지","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제77조제3항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제77조","제4항","용도지역의 건폐율","④ 다음 각 호의 어느 하나에 해당하는 경우로서 대통령령으로 정하는 경우에는 제1항에도 불구하고 대통령령으로 정하는 기준에 따라 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 조례로 건폐율을 따로 정할 수 있다. <개정 2011.4.14, 2011.9.16> 1. 토지이용의 과밀화를 방지하기 위하여 건폐율을 강화할 필요가 있는 경우 2. 주변 여건을 고려하여 토지의 이용도를 높이기 위하여 건폐율을 완화할 필요가 있는 경우 3. 녹지지역, 보전관리지역, 생산관리지역, 농림지역 또는 자연환경보전지역에서 농업용ㆍ임업용ㆍ어업용 건축물을 건축하려는 경우 4. 보전관리지역, 생산관리지역, 농림지역 또는 자연환경보전지역에서 주민생활의 편익을 증진시키기 위한 건축물을 건축하려는 경우","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제77조제4항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제77조","제5항","용도지역의 건폐율","⑤ 삭제 <2021.1.12>","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제77조제5항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제78조","제1항","용도지역에서의 용적률","① 제36조에 따라 지정된 용도지역에서 용적률의 최대한도는 관할 구역의 면적과 인구 규모, 용도지역의 특성 등을 고려하여 다음 각 호의 범위에서 대통령령으로 정하는 기준에 따라 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 조례로 정한다. <개정 2011.4.14, 2013.7.16, 2021.1.12> 1. 도시지역 가. 주거지역: 500퍼센트 이하 나. 상업지역: 1천500퍼센트 이하 다. 공업지역: 400퍼센트 이하 라. 녹지지역: 100퍼센트 이하 2. 관리지역 가. 보전관리지역: 80퍼센트 이하 나. 생산관리지역: 80퍼센트 이하 다. 계획관리지역: 100퍼센트 이하 3. 농림지역: 80퍼센트 이하 4. 자연환경보전지역: 80퍼센트 이하","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제78조제1항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제78조","제2항","용도지역에서의 용적률","② 제36조제2항에 따라 세분된 용도지역에서의 용적률에 관한 기준은 제1항 각 호의 범위에서 대통령령으로 따로 정한다.","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제78조제2항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제78조","제3항","용도지역에서의 용적률","③ 제77조제3항제2호부터 제5호까지의 규정에 해당하는 지역에서의 용적률에 대한 기준은 제1항과 제2항에도 불구하고 200퍼센트 이하의 범위에서 대통령령으로 정하는 기준에 따라 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 조례로 따로 정한다. <개정 2011.4.14>","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제78조제3항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제78조","제4항","용도지역에서의 용적률","④ 건축물의 주위에 공원ㆍ광장ㆍ도로ㆍ하천 등의 공지가 있거나 이를 설치하는 경우에는 제1항에도 불구하고 대통령령으로 정하는 바에 따라 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 조례로 용적률을 따로 정할 수 있다. <개정 2011.4.14>","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제78조제4항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제78조","제5항","용도지역에서의 용적률","⑤ 제1항과 제4항에도 불구하고 제36조에 따른 도시지역(녹지지역만 해당한다), 관리지역에서는 창고 등 대통령령으로 정하는 용도의 건축물 또는 시설물은 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 조례로 정하는 높이로 규모 등을 제한할 수 있다. <개정 2011.4.14>","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제78조제5항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제78조","제6항","용도지역에서의 용적률","⑥ 제1항에도 불구하고 건축물을 건축하려는 자가 그 대지의 일부에 「사회복지사업법」 제2조제4호에 따른 사회복지시설 중 대통령령으로 정하는 시설을 설치하여 국가 또는 지방자치단체에 기부채납하는 경우에는 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 조례로 해당 용도지역에 적용되는 용적률을 완화할 수 있다. 이 경우 용적률 완화의 허용범위, 기부채납의 기준 및 절차 등에 필요한 사항은 대통령령으로 정한다. <신설 2013.12.30>","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제78조제6항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제78조","제7항","용도지역에서의 용적률","⑦ 이 법 및 「건축법」 등 다른 법률에 따른 용적률의 완화에 관한 규정은 이 법 및 다른 법률에도 불구하고 다음 각 호의 구분에 따른 범위에서 중첩하여 적용할 수 있다. 다만, 용적률 완화 규정을 중첩 적용하여 완화되는 용적률이 제1항 및 제2항에 따라 대통령령으로 정하고 있는 해당 용도지역별 용적률 최대한도를 초과하는 경우에는 관할 시ㆍ도지사, 시장ㆍ군수 또는 구청장이 제30조제3항 단서 또는 같은 조 제7항에 따른 건축위원회와 도시계획위원회의 공동 심의를 거쳐 기반시설의 설치 및 그에 필요한 용지의 확보가 충분하다고 인정하는 경우에 한정한다. <신설 2021.10.8> 1. 지구단위계획구역: 제52조제3항에 따라 지구단위계획으로 정하는 범위 2. 지구단위계획구역 외의 지역: 제1항 및 제2항에 따라 대통령령으로 정하고 있는 해당 용도지역별 용적률 최대한도의 120퍼센트 이하","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제78조제7항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제80조의4","","도시혁신구역에서의 행위 제한","제80조의4(도시혁신구역에서의 행위 제한) 용도지역 및 용도지구에 따른 제한에도 불구하고 도시혁신구역에서의 토지의 이용, 건축물이나 그 밖의 시설의 용도ㆍ건폐율ㆍ용적률ㆍ높이 등에 관한 제한 및 그 밖에 대통령령으로 정하는 사항에 관하여는 도시혁신계획으로 따로 정한다.","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제80조의4 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제80조의5","제1항","복합용도구역에서의 행위 제한","① 용도지역 및 용도지구에 따른 제한에도 불구하고 복합용도구역에서의 건축물이나 그 밖의 시설의 용도ㆍ종류 및 규모 등의 제한에 관한 사항은 대통령령으로 정하는 범위에서 복합용도계획으로 따로 정한다.","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제80조의5제1항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률","009294","284013","법률","국토교통부","제80조의5","제2항","복합용도구역에서의 행위 제한","② 복합용도구역에서의 건폐율과 용적률은 제77조제1항 각 호 및 제78조제1항 각 호에 따른 용도지역별 건폐율과 용적률의 최대한도의 범위에서 복합용도계획으로 정한다.","20260701","20260701","2026-09-21","「국토의 계획 및 이용에 관한 법률」 제80조의5제2항 (법률 제21447호, 2026. 7. 1. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제30조","제1항","용도지역의 세분","① 국토교통부장관, 시ㆍ도지사 또는 대도시의 시장(이하 ""대도시 시장""이라 한다)은 법 제36조제2항에 따라 도시ㆍ군관리계획결정으로 주거지역ㆍ상업지역ㆍ공업지역 및 녹지지역을 다음 각 호와 같이 세분하여 지정할 수 있다. <개정 2008.2.29, 2009.8.5, 2012.4.10, 2013.3.23, 2014.1.14, 2019.8.6> 1. 주거지역 가. 전용주거지역 : 양호한 주거환경을 보호하기 위하여 필요한 지역 (1) 제1종전용주거지역 : 단독주택 중심의 양호한 주거환경을 보호하기 위하여 필요한 지역 (2) 제2종전용주거지역 : 공동주택 중심의 양호한 주거환경을 보호하기 위하여 필요한 지역 나. 일반주거지역 : 편리한 주거환경을 조성하기 위하여 필요한 지역 (1) 제1종일반주거지역 : 저층주택을 중심으로 편리한 주거환경을 조성하기 위하여 필요한 지역 (2) 제2종일반주거지역 : 중층주택을 중심으로 편리한 주거환경을 조성하기 위하여 필요한 지역 (3) 제3종일반주거지역 : 중고층주택을 중심으로 편리한 주거환경을 조성하기 위하여 필요한 지역 다. 준주거지역 : 주거기능을 위주로 이를 지원하는 일부 상업기능 및 업무기능을 보완하기 위하여 필요한 지역 2. 상업지역 가. 중심상업지역 : 도심ㆍ부도심의 상업기능 및 업무기능의 확충을 위하여 필요한 지역 나. 일반상업지역 : 일반적인 상업기능 및 업무기능을 담당하게 하기 위하여 필요한 지역 다. 근린상업지역 : 근린지역에서의 일용품 및 서비스의 공급을 위하여 필요한 지역 라. 유통상업지역 : 도시내 및 지역간 유통기능의 증진을 위하여 필요한 지역 3. 공업지역 가. 전용공업지역 : 주로 중화학공업, 공해성 공업 등을 수용하기 위하여 필요한 지역 나. 일반공업지역 : 환경을 저해하지 아니하는 공업의 배치를 위하여 필요한 지역 다. 준공업지역 : 경공업 그 밖의 공업을 수용하되, 주거기능ㆍ상업기능 및 업무기능의 보완이 필요한 지역 4. 녹지지역 가. 보전녹지지역 : 도시의 자연환경ㆍ경관ㆍ산림 및 녹지공간을 보전할 필요가 있는 지역 나. 생산녹지지역 : 주로 농업적 생산을 위하여 개발을 유보할 필요가 있는 지역 다. 자연녹지지역 : 도시의 녹지공간의 확보, 도시확산의 방지, 장래 도시용지의 공급 등을 위하여 보전할 필요가 있는 지역으로서 불가피한 경우에 한하여 제한적인 개발이 허용되는 지역","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제30조제1항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제30조","제2항","용도지역의 세분","② 시ㆍ도지사 또는 대도시 시장은 해당 시ㆍ도 또는 대도시의 도시ㆍ군계획조례로 정하는 바에 따라 도시ㆍ군관리계획결정으로 제1항에 따라 세분된 주거지역ㆍ상업지역ㆍ공업지역ㆍ녹지지역을 추가적으로 세분하여 지정할 수 있다. <신설 2019.8.6>","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제30조제2항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제84조","제1항","용도지역안에서의 건폐율","①법 제77조제1항 및 제2항에 따른 건폐율은 다음 각 호의 범위에서 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 도시ㆍ군계획조례가 정하는 비율 이하로 한다. <개정 2012.4.10, 2019.12.31> 1. 제1종전용주거지역 : 50퍼센트 이하 2. 제2종전용주거지역 : 50퍼센트 이하 3. 제1종일반주거지역 : 60퍼센트 이하 4. 제2종일반주거지역 : 60퍼센트 이하 5. 제3종일반주거지역 : 50퍼센트 이하 6. 준주거지역 : 70퍼센트 이하 7. 중심상업지역 : 90퍼센트 이하 8. 일반상업지역 : 80퍼센트 이하 9. 근린상업지역 : 70퍼센트 이하 10. 유통상업지역 : 80퍼센트 이하 11. 전용공업지역 : 70퍼센트 이하 12. 일반공업지역 : 70퍼센트이하 13. 준공업지역 : 70퍼센트 이하 14. 보전녹지지역 : 20퍼센트 이하 15. 생산녹지지역 : 20퍼센트 이하 16. 자연녹지지역 : 20퍼센트 이하 17. 보전관리지역 : 20퍼센트 이하 18. 생산관리지역 : 20퍼센트 이하 19. 계획관리지역 : 40퍼센트 이하 20. 농림지역 : 20퍼센트 이하 21. 자연환경보전지역 : 20퍼센트 이하","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제84조제1항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제84조","제2항","용도지역안에서의 건폐율","②제1항의 규정에 의하여 도시ㆍ군계획조례로 용도지역별 건폐율을 정함에 있어서 필요한 경우에는 당해 지방자치단체의 관할구역을 세분하여 건폐율을 달리 정할 수 있다. <개정 2012.4.10>","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제84조제2항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제84조","제3항","용도지역안에서의 건폐율","③ 법 제77조3항제2호에서 ""대통령령으로 정하는 용도지역""이란 자연녹지지역을 말한다. <신설 2016.2.11>","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제84조제3항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제84조","제4항","용도지역안에서의 건폐율","④법 제77조제3항에 따라 다음 각 호의 지역에서의 건폐율은 각 호에서 정한 범위에서 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 도시ㆍ군계획조례로 정하는 비율 이하로 한다. <개정 2005.9.8, 2008.9.25, 2009.8.5, 2010.10.1, 2011.3.9, 2011.11.16, 2012.4.10, 2016.2.11, 2019.12.31, 2024.5.28, 2025.7.1> 1. 취락지구 : 60퍼센트 이하(집단취락지구에 대하여는 개발제한구역의지정및관리에관한특별조치법령이 정하는 바에 의한다) 2. 개발진흥지구: 다음 각 목에서 정하는 비율 이하 가. 도시지역 외의 지역에 지정된 경우: 40퍼센트. 다만, 계획관리지역에 제31조제2항제8호나목에 따른 산업ㆍ유통개발진흥지구가 지정된 경우에는 60퍼센트로 한다. 나. 자연녹지지역에 지정된 경우: 30퍼센트 3. 수산자원보호구역 : 40퍼센트 이하 4. 「자연공원법」에 따른 자연공원 : 60퍼센트 이하 5. 「산업입지 및 개발에 관한 법률」 제2조제8호라목에 따른 농공단지 : 70퍼센트 이하. 다만, 해당 지방도시계획위원회의 심의를 거쳐 도로ㆍ상수도ㆍ하수도 등의 기반시설이 충분히 확보되었다고 인정되거나 도시ㆍ군계획조례로 정하는 기반시설 확보 요건을 갖춘 경우에는 80퍼센트 이하로 한다. 6. 공업지역에 있는 「산업입지 및 개발에 관한 법률」 제2조제8호가목부터 다목까지의 규정에 따른 국가산업단지ㆍ일반산업단지ㆍ도시첨단산업단지 및 같은 조 제12호에 따른 준산업단지: 80퍼센트 이하","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제84조제4항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제84조","제5항","용도지역안에서의 건폐율","⑤특별시장ㆍ광역시장ㆍ특별자치시장ㆍ특별자치도지사ㆍ시장 또는 군수가 법 제77조제4항제1호에 따라 도시지역에서 토지이용의 과밀화를 방지하기 위하여 건폐율을 낮춰야 할 필요가 있다고 인정하여 당해 지방자치단체에 설치된 도시계획위원회의 심의를 거쳐 정한 구역안에서의 건축물의 경우에는 그 건폐율은 그 구역에 적용할 건폐율의 최대한도의 40퍼센트 이상의 범위에서 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 도시ㆍ군계획조례가 정하는 비율 이하로 한다. <개정 2012.4.10, 2016.2.11, 2019.12.31>","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제84조제5항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
