"법령명","법령ID","MST","법종구분","소관부처","조","항","조문제목","내용","조문시행일","시행일","조회일","출처표기","원문URL"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제84조","제6항","용도지역안에서의 건폐율","⑥법 제77조제4항제2호에 따라 다음 각 호의 어느 하나에 해당하는 건축물의 경우에는 제1항에도 불구하고 그 건폐율은 다음 각 호에서 정하는 비율을 초과할 수 없다. <개정 2008.9.25, 2009.7.7, 2011.7.1, 2012.4.10, 2014.1.14, 2014.10.15, 2015.7.6, 2016.2.11, 2016.5.17, 2019.8.6, 2019.12.31, 2020.5.26, 2021.7.6, 2024.5.7, 2024.9.10> 1. 준주거지역ㆍ일반상업지역ㆍ근린상업지역ㆍ전용공업지역ㆍ일반공업지역ㆍ준공업지역 중 방화지구의 건축물로서 주요 구조부와 외벽이 내화구조인 건축물 중 도시ㆍ군계획조례로 정하는 건축물: 80퍼센트 이상 90퍼센트 이하의 범위에서 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 도시ㆍ군계획조례로 정하는 비율 가. 삭제 <2014.1.14> 나. 삭제 <2014.1.14> 2. 녹지지역ㆍ관리지역ㆍ농림지역 및 자연환경보전지역의 건축물로서 법 제37조제4항 후단에 따른 방재지구의 재해저감대책에 부합하게 재해예방시설을 설치한 건축물: 제1항 각 호에 따른 해당 용도지역별 건폐율의 150퍼센트 이하의 범위에서 도시ㆍ군계획조례로 정하는 비율 3. 자연녹지지역의 창고시설 또는 연구소(자연녹지지역으로 지정될 당시 이미 준공된 것으로서 기존 부지에서 증축하는 경우만 해당한다): 40퍼센트의 범위에서 최초 건축허가 시 그 건축물에 허용된 건폐율 4. 계획관리지역의 기존 공장ㆍ창고시설 또는 연구소(2003년 1월 1일 전에 준공되고 기존 부지에 증축하는 경우로서 해당 지방도시계획위원회의 심의를 거쳐 도로ㆍ상수도ㆍ하수도 등의 기반시설이 충분히 확보되었다고 인정되거나, 도시ㆍ군계획조례로 정하는 기반시설 확보 요건을 충족하는 경우만 해당한다): 50퍼센트의 범위에서 도시ㆍ군계획조례로 정하는 비율 5. 녹지지역ㆍ보전관리지역ㆍ생산관리지역ㆍ농림지역 또는 자연환경보전지역의 건축물로서 다음 각 목의 어느 하나에 해당하는 건축물: 30퍼센트의 범위에서 도시ㆍ군계획조례로 정하는 비율 가. 「전통사찰의 보존 및 지원에 관한 법률」 제2조제1호에 따른 전통사찰 나. 「문화유산의 보존 및 활용에 관한 법률」에 따른 지정문화유산, 「근현대문화유산의 보존 및 활용에 관한 법률」에 따른 국가등록문화유산 또는 「자연유산의 보존 및 활용에 관한 법률」에 따른 천연기념물등 다. 「건축법 시행령」 제2조제16호에 따른 한옥 6. 종전의 「도시계획법」(2000년 1월 28일 법률 제6243호로 개정되기 전의 것을 말한다) 제2조제1항제10호에 따른 일단의 공업용지조성사업 구역(이 조 제4항제6호에 따른 산업단지 또는 준산업단지와 연접한 것에 한정한다) 내의 공장으로서 관할 특별시장ㆍ광역시장ㆍ특별자치시장ㆍ특별자치도지사ㆍ시장 또는 군수가 해당 지방도시계획위원회의 심의를 거쳐 기반시설의 설치 및 그에 필요한 용지의 확보가 충분하고 주변지역의 환경오염 우려가 없다고 인정하는 공장: 80퍼센트 이하의 범위에서 도시ㆍ군계획조례로 정하는 비율 7. 자연녹지지역의 학교(「초ㆍ중등교육법」 제2조에 따른 학교 및 「고등교육법」 제2조제1호부터 제5호까지의 규정에 따른 학교를 말한다)로서 다음 각 목의 요건을 모두 충족하는 학교: 30퍼센트의 범위에서 도시ㆍ군계획조례로 정하는 비율 가. 기존 부지에서 증축하는 경우일 것 나. 학교 설치 이후 개발행위 등으로 해당 학교의 기존 부지가 건축물, 그 밖의 시설로 둘러싸여 부지 확장을 통한 증축이 곤란한 경우로서 해당 도시계획위원회의 심의를 거쳐 기존 부지에서의 증축이 불가피하다고 인정될 것 다. 「고등교육법」 제2조제1호부터 제5호까지의 규정에 따른 학교의 경우 「대학설립ㆍ운영 규정」 별표 2에 따른 교육기본시설, 지원시설 또는 연구시설의 증축일 것 8. 자연녹지지역의 주유소 또는 액화석유가스 충전소로서 다음 각 목의 요건을 모두 충족하는 건축물: 30퍼센트의 범위에서 도시ㆍ군계획조례로 정하는 비율 가. 2021년 7월 13일 전에 준공되었을 것 나. 다음의 요건을 모두 충족하는 「환경친화적 자동차의 개발 및 보급 촉진에 관한 법률」 제2조제9호에 따른 수소연료공급시설의 증축이 예정되어 있을 것 1) 기존 주유소 또는 액화석유가스 충전소의 부지에 증축할 것 2) 2024년 12월 31일 이전에 증축 허가를 신청할 것","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제84조제6항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제84조","제7항","용도지역안에서의 건폐율","⑦제1항에도 불구하고 법 제77조제4항제3호 및 제4호에 따라 보전관리지역ㆍ생산관리지역ㆍ농림지역 또는 자연환경보전지역에 「농지법」 제32조제1항에 따라 건축할 수 있는 건축물의 건폐율은 60퍼센트 이하의 범위에서 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 도시ㆍ군계획조례로 정하는 비율 이하로 한다. <개정 2005.9.8, 2009.7.7, 2011.9.16, 2012.4.10, 2016.2.11, 2019.12.31, 2023.3.21>","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제84조제7항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제84조","제8항","용도지역안에서의 건폐율","⑧ 제1항에도 불구하고 법 제77조제4항제3호에 따라 생산녹지지역 또는 자연녹지지역(자연녹지지역은 도시ㆍ군계획조례로 정하는 지역으로 한정한다. 이하 이 항에서 같다)에 건축할 수 있는 다음 각 호의 건축물의 경우에 그 건폐율은 해당 생산녹지지역 또는 자연녹지지역이 위치한 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 농어업 인구 현황, 농수산물 가공ㆍ처리시설의 수급실태 등을 종합적으로 고려하여 60퍼센트 이하(자연녹지지역의 경우에는 40퍼센트 이하)의 범위에서 해당 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 도시ㆍ군계획조례로 정하는 비율 이하로 한다. <신설 2011.9.16, 2012.4.10, 2015.12.15, 2016.2.11, 2019.12.31, 2024.1.26> 1. 「농지법」 제32조제1항제1호에 따른 농수산물의 가공ㆍ처리시설[해당 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시ㆍ군 또는 해당 도시ㆍ군계획조례가 정하는 연접한 시ㆍ군ㆍ구(자치구를 말한다. 이하 같다)에서 생산된 농수산물의 가공ㆍ처리시설만 해당한다] 및 농수산업 관련 시험ㆍ연구시설 2. 「농지법 시행령」 제29조제5항제1호에 따른 농산물 건조ㆍ보관시설 3. 「농지법 시행령」 제29조제7항제2호에 따른 산지유통시설(해당 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시ㆍ군 또는 해당 도시ㆍ군계획조례가 정하는 연접한 시ㆍ군ㆍ구에서 생산된 농산물을 위한 산지유통시설만 해당한다)","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제84조제8항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제84조","제9항","용도지역안에서의 건폐율","⑨ 제1항에도 불구하고 자연녹지지역에 설치되는 도시ㆍ군계획시설 중 유원지의 건폐율은 30퍼센트의 범위에서 도시ㆍ군계획조례로 정하는 비율 이하로 하며, 공원의 건폐율은 20퍼센트의 범위에서 도시ㆍ군계획조례로 정하는 비율 이하로 한다. <개정 2009.7.7, 2011.9.16, 2012.4.10, 2016.2.11, 2019.12.31>","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제84조제9항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제1항","용도지역 안에서의 용적률","①법 제78조제1항 및 제2항에 따른 용적률은 다음 각 호의 범위에서 관할구역의 면적, 인구규모 및 용도지역의 특성 등을 고려하여 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 도시ㆍ군계획조례가 정하는 비율을 초과할 수 없다. <개정 2012.4.10, 2019.8.6, 2021.1.5> 1. 제1종전용주거지역 : 50퍼센트 이상 100퍼센트 이하 2. 제2종전용주거지역 : 50퍼센트 이상 150퍼센트 이하 3. 제1종일반주거지역 : 100퍼센트 이상 200퍼센트 이하 4. 제2종일반주거지역 : 100퍼센트 이상 250퍼센트 이하 5. 제3종일반주거지역 : 100퍼센트 이상 300퍼센트 이하 6. 준주거지역 : 200퍼센트 이상 500퍼센트 이하 7. 중심상업지역 : 200퍼센트 이상 1천500퍼센트 이하 8. 일반상업지역 : 200퍼센트 이상 1천300퍼센트 이하 9. 근린상업지역 : 200퍼센트 이상 900퍼센트 이하 10. 유통상업지역 : 200퍼센트 이상 1천100퍼센트 이하 11. 전용공업지역 : 150퍼센트 이상 300퍼센트 이하 12. 일반공업지역 : 150퍼센트 이상 350퍼센트 이하 13. 준공업지역 : 150퍼센트 이상 400퍼센트 이하 14. 보전녹지지역 : 50퍼센트 이상 80퍼센트 이하 15. 생산녹지지역 : 50퍼센트 이상 100퍼센트 이하 16. 자연녹지지역 : 50퍼센트 이상 100퍼센트 이하 17. 보전관리지역 : 50퍼센트 이상 80퍼센트 이하 18. 생산관리지역 : 50퍼센트 이상 80퍼센트 이하 19. 계획관리지역 : 50퍼센트 이상 100퍼센트 이하 20. 농림지역 : 50퍼센트 이상 80퍼센트 이하 21. 자연환경보전지역 : 50퍼센트 이상 80퍼센트 이하","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제1항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제2항","용도지역 안에서의 용적률","②제1항의 규정에 의하여 도시ㆍ군계획조례로 용도지역별 용적률을 정함에 있어서 필요한 경우에는 당해 지방자치단체의 관할구역을 세분하여 용적률을 달리 정할 수 있다. <개정 2012.4.10>","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제2항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제3항","용도지역 안에서의 용적률","③ 제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 해당 지역의 용적률을 다음 각 호의 구분에 따라 완화할 수 있다. <개정 2018.7.17, 2022.1.28, 2023.3.21, 2024.3.19> 1. 제1항제1호부터 제6호까지의 지역에서 「공공주택 특별법 시행령」 제2조에 따른 공공임대주택 또는 임대의무기간이 8년 이상인 「민간임대주택에 관한 특별법」 제2조제1호에 따른 민간임대주택을 건설하는 경우: 제1항제1호부터 제6호까지에 따른 용도지역별 최대한도의 120퍼센트 이내의 범위에서 도시ㆍ군계획조례로 정하는 비율 2. 다음 각 목의 어느 하나에 해당하는 자가 「고등교육법」 제2조에 따른 학교의 학생이 이용하도록 해당 학교 부지 외에 「건축법 시행령」 별표 1 제2호라목에 따른 기숙사(이하 이 항에서 ""기숙사""라 한다)를 건설하는 경우: 제1항 각 호에 따른 용도지역별 최대한도의 범위에서 도시ㆍ군계획조례로 정하는 비율 가. 국가 또는 지방자치단체 나. 「사립학교법」에 따른 학교법인 다. 「한국사학진흥재단법」에 따른 한국사학진흥재단 라. 「한국장학재단 설립 등에 관한 법률」에 따른 한국장학재단 마. 가목부터 라목까지의 어느 하나에 해당하는 자가 단독 또는 공동으로 출자하여 설립한 법인 3. 「고등교육법」 제2조에 따른 학교의 학생이 이용하도록 해당 학교 부지에 기숙사를 건설하는 경우: 제1항 각 호에 따른 용도지역별 최대한도의 범위에서 도시ㆍ군계획조례로 정하는 비율 4. 「영유아보육법」 제14조제1항에 따른 사업주가 같은 법 제10조제4호의 직장어린이집을 설치하기 위하여 기존 건축물 외에 별도의 건축물을 건설하는 경우: 제1항 각 호에 따른 용도지역별 최대한도의 범위에서 도시ㆍ군계획조례로 정하는 비율 5. 제10항 각 호의 어느 하나에 해당하는 시설을 국가 또는 지방자치단체가 건설하는 경우: 제1항 각 호에 따른 용도지역별 최대한도의 범위에서 도시ㆍ군계획조례로 정하는 비율 6. 「건축법 시행령」 별표 1 제9호의 의료시설 부지에 「감염병의 예방 및 관리에 관한 법률」 제36조제3항 전단에 따른 감염병관리시설을 설치하는 경우로서 다음 각 목의 요건을 모두 갖춘 경우: 제1항 각 호에 따른 용도지역별 최대한도의 120퍼센트 이하의 범위에서 도시ㆍ군계획조례로 정하는 비율 가. 질병관리청장이 효율적인 감염병 관리를 위하여 필요하다고 인정하는 시설(이하 ""필요감염병관리시설""이라 한다)을 설치하는 경우일 것 나. 필요감염병관리시설 외 시설의 면적은 제1항에 따라 도시ㆍ군계획조례로 정하는 용적률에 해당하는 면적 이내일 것","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제3항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제4항","용도지역 안에서의 용적률","④제3항의 규정은 제46조제9항 각 호의 어느 하나에 해당되는 경우에는 이를 적용하지 아니한다. <신설 2005.9.8>","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제4항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제5항","용도지역 안에서의 용적률","⑤ 제1항에도 불구하고 법 제37조제4항 후단에 따른 방재지구의 재해저감대책에 부합하게 재해예방시설을 설치하는 건축물의 경우 제1항제1호부터 제13호까지의 용도지역에서는 해당 용적률의 140퍼센트 이하의 범위에서 도시ㆍ군계획조례로 정하는 비율로 할 수 있다. <신설 2014.1.14, 2023.7.18>","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제5항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제6항","용도지역 안에서의 용적률","⑥법 제78조제3항의 규정에 의하여 다음 각 호의 지역 안에서의 용적률은 각 호에서 정한 범위 안에서 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 도시ㆍ군계획조례가 정하는 비율을 초과하여서는 아니된다. <개정 2005.9.8, 2005.9.30, 2005.11.11, 2010.10.1, 2011.11.16, 2012.4.10, 2014.1.14> 1. 도시지역외의 지역에 지정된 개발진흥지구 : 100퍼센트 이하 2. 수산자원보호구역 : 80퍼센트 이하 3. 「자연공원법」에 따른 자연공원: 100퍼센트 이하 4. 「산업입지 및 개발에 관한 법률」 제2조제8호라목에 따른 농공단지(도시지역외의 지역에 지정된 농공단지에 한한다) : 150퍼센트 이하","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제6항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제7항","용도지역 안에서의 용적률","⑦법 제78조제4항의 규정에 의하여 준주거지역ㆍ중심상업지역ㆍ일반상업지역ㆍ근린상업지역ㆍ전용공업지역ㆍ일반공업지역 또는 준공업지역안의 건축물로서 다음 각호의 1에 해당하는 건축물에 대한 용적률은 경관ㆍ교통ㆍ방화 및 위생상 지장이 없다고 인정되는 경우에는 제1항 각호의 규정에 의한 해당 용적률의 120퍼센트 이하의 범위안에서 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 도시ㆍ군계획조례가 정하는 비율로 할 수 있다. <개정 2005.9.8, 2012.4.10, 2014.1.14> 1. 공원ㆍ광장(교통광장을 제외한다. 이하 이 조에서 같다)ㆍ하천 그 밖에 건축이 금지된 공지에 접한 도로를 전면도로로 하는 대지안의 건축물이나 공원ㆍ광장ㆍ하천 그 밖에 건축이 금지된 공지에 20미터 이상 접한 대지안의 건축물 2. 너비 25미터 이상인 도로에 20미터 이상 접한 대지안의 건축면적이 1천제곱미터 이상인 건축물","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제7항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제8항","용도지역 안에서의 용적률","⑧법 제78조제4항의 규정에 의하여 다음 각호의 지역ㆍ지구 또는 구역안에서 건축물을 건축하고자 하는 자가 그 대지의 일부를 공공시설부지로 제공하는 경우에는 당해 건축물에 대한 용적률은 제1항 각호의 규정에 의한 해당 용적률의 200퍼센트 이하의 범위안에서 대지면적의 제공비율에 따라 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 도시ㆍ군계획조례가 정하는 비율로 할 수 있다. <개정 2003.6.30, 2005.1.15, 2005.9.8, 2012.4.10, 2014.1.14, 2018.2.9> 1. 상업지역 2. 삭제<2005.1.15> 3. 「도시 및 주거환경정비법」에 따른 재개발사업 및 재건축사업을 시행하기 위한 정비구역","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제8항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제9항","용도지역 안에서의 용적률","⑨법 제78조제5항에서 ""창고 등 대통령령으로 정하는 용도의 건축물 또는 시설물""이란 창고를 말한다. <신설 2006.3.23, 2014.1.14>","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제9항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제10항","용도지역 안에서의 용적률","⑩ 법 제78조제6항 전단에서 ""대통령령으로 정하는 시설""이란 다음 각 호의 시설을 말한다. <신설 2014.6.30> 1. 「영유아보육법」 제2조제3호에 따른 어린이집 2. 「노인복지법」 제36조제1항제1호에 따른 노인복지관 3. 그 밖에 특별시장ㆍ광역시장ㆍ특별자치시장ㆍ특별자치도지사ㆍ시장 또는 군수가 해당 지역의 사회복지시설 수요를 고려하여 도시ㆍ군계획조례로 정하는 사회복지시설","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제10항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제11항","용도지역 안에서의 용적률","⑪ 제1항에도 불구하고 건축물을 건축하려는 자가 법 제78조제6항 전단에 따라 그 대지의 일부에 사회복지시설을 설치하여 기부하는 경우에는 기부하는 시설의 연면적의 2배 이하의 범위에서 도시ㆍ군계획조례로 정하는 바에 따라 추가 건축을 허용할 수 있다. 다만, 해당 용적률은 다음 각 호의 기준을 초과할 수 없다. <신설 2014.6.30> 1. 제1항에 따라 도시ㆍ군계획조례로 정하는 용적률의 120퍼센트 2. 제1항 각 호의 구분에 따른 용도지역별 용적률의 최대한도","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제11항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"국토의 계획 및 이용에 관한 법률 시행령","009419","288857","대통령령","국토교통부","제85조","제12항","용도지역 안에서의 용적률","⑫ 국가나 지방자치단체는 법 제78조제6항 전단에 따라 기부 받은 사회복지시설을 제10항 각 호에 따른 시설 외의 시설로 용도변경하거나 그 주요 용도에 해당하는 부분을 분양 또는 임대할 수 없으며, 해당 시설의 면적이나 규모를 확장하여 설치장소를 변경(지방자치단체에 기부한 경우에는 그 관할 구역 내에서의 설치장소 변경을 말한다)하는 경우를 제외하고는 국가나 지방자치단체 외의 자에게 그 시설의 소유권을 이전할 수 없다. <신설 2014.6.30>","20260918","20260918","2026-09-21","「국토의 계획 및 이용에 관한 법률 시행령」 제85조제12항 (대통령령 제36587호, 2026. 9. 18. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/법령/%EA%B5%AD%ED%86%A0%EC%9D%98%20%EA%B3%84%ED%9A%8D%20%EB%B0%8F%20%EC%9D%B4%EC%9A%A9%EC%97%90%20%EA%B4%80%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%8B%9C%ED%96%89%EB%A0%B9"
"서울특별시 도시계획 조례","2000719","2149501","조례","서울특별시","제44조","","용도지역 안에서의 건폐율","제44조(용도지역 안에서의 건폐율) 법 제77조 및 영 제84조제1항에 따라 용도지역별 건폐율은 다음 각 호의 비율 이하로 한다. 1. 제1종전용주거지역: 50퍼센트 2. 제2종전용주거지역: 40퍼센트 3. 제1종일반주거지역: 60퍼센트 4. 제2종일반주거지역: 60퍼센트 5. 제3종일반주거지역: 50퍼센트 6. 준주거지역: 60퍼센트 7. 중심상업지역: 60퍼센트 8. 일반상업지역: 60퍼센트 9. 근린상업지역: 60퍼센트 10. 유통상업지역: 60퍼센트 11. 전용공업지역: 60퍼센트 12. 일반공업지역: 60퍼센트 13. 준공업지역: 60퍼센트 14. 보전녹지지역: 20퍼센트 15. 생산녹지지역: 20퍼센트 16. 자연녹지지역: 20퍼센트","20260713","20260713","2026-09-21","「서울특별시 도시계획 조례」 제44조 (서울특별시조례 제10139호, 2026. 7. 13. 시행), 국가법령정보센터, 2026-09-21 조회","https://www.law.go.kr/자치법규/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%84%EC%8B%9C%EA%B3%84%ED%9A%8D%20%EC%A1%B0%EB%A1%80"
